,LGA Name,Facility ID,Facility Name
1910,Glen Eira City Council,GLENEI11220,Coatesville Bowling Club
1911,Glen Eira City Council,GLENEI11245,Elsternwick Bowls Club
1912,Glen Eira City Council,GLENEI11262,Glen Eira McKinnon Bowls Club
1913,Glen Eira City Council,GLENEI11225,Murrumbeena Bowls Club
1914,Glen Eira City Council,GLENEI11255,Murrumbeena Park Bowls Club
1915,Glen Eira City Council,GLENEI11223,South Oakleigh Club
1916,Glen Eira City Council,GLENEI11242,Southern Indoor Bowls Club
1917,Glen Eira City Council,GLENEI11224,All Stars Health Fitness & Martial Arts
1918,Glen Eira City Council,GLENEI11252,Caulfield Judo Centre
1919,Glen Eira City Council,GLENEI11215,Marlborough Street Reserve
1920,Glen Eira City Council,GLENEI5558,Caulfield Taekwondo
1921,Glen Eira City Council,GLENEI11257,Caulfield Recreation Tennis Club
1922,Glen Eira City Council,GLENEI11233,Koornang Park Tennis Courts
1923,Glen Eira City Council,GLENEI11230,Lauriston Lawn Tennis Club
1924,Glen Eira City Council,GLENEI11254,Murrumbeena Tennis Club
1925,Glen Eira City Council,GLENEI11260,St Kevin's Tennis Club
1926,Glen Eira City Council,GLENEI11211,St Pauls (Bentleigh) Tennis Club
1927,Glen Eira City Council,GLENEI11212,Temple Society Australia - Tennis Court
1928,Glenelg Shire Council,GLENEL11612,Portland Angling Club
1929,Glenelg Shire Council,GLENEL11593,HEYWOOD SPORTS PARK
1930,Glenelg Shire Council,GLENEL11576,Island Park
1931,Glenelg Shire Council,GLENEL11580,Nelson Park
1932,Glenelg Shire Council,GLENEL11555,Alexandra Park
1933,Glenelg Shire Council,GLENEL11559,Cavalier Park
1934,Glenelg Shire Council,GLENEL11562,Dartmoor Recreation Reserve
1935,Glenelg Shire Council,GLENEL11566,Flinders Park
1936,Glenelg Shire Council,GLENEL11568,Hanlon Park
1937,Glenelg Shire Council,GLENEL11569,Heathmere Recreation Reserve
1938,Glenelg Shire Council,GLENEL11570,Henty Park
1939,Glenelg Shire Council,GLENEL11574,Heywood Recreation Reserve
1940,Glenelg Shire Council,GLENEL11588,Sandford Recreation Reserve
1941,Glenelg Shire Council,GLENEL11590,Tyrendarra Recreation Reserve
1942,Glenelg Shire Council,GLENEL11572,Heywood Community Complex
1943,Glenelg Shire Council,GLENEL11609,Casterton Family & Leisure Centre
1944,Glenelg Shire Council,GLENEL11587,Fitzgerald Street Stadium
1945,Glenelg Shire Council,GLENEL11563,Davidson Park/Wando Vale Hall & Recreation Reserve
1946,Glenelg Shire Council,GLENEL11565,Drumborg Hall & Recreation Reserve
1947,Glenelg Shire Council,GLENEL11578,Merino Recreation Reserve
1948,Glenelg Shire Council,GLENEL11589,Tahara Recreation Reserve
1949,Glenelg Shire Council,GLENEL11557,Casterton Croquet Club
1950,Glenelg Shire Council,GLENEL11611,Wallacedale Recreation Reserve
1951,Glenelg Shire Council,GLENEL11591,Yarraman Park
1952,Glenelg Shire Council,GLENEL11585,Portland Leisure and Aquatic Centre
1953,Glenelg Shire Council,GLENEL11558,Casterton Golf Club
1954,Glenelg Shire Council,GLENEL11561,Dartmoor Golf Club
1955,Glenelg Shire Council,GLENEL11573,Heywood Golf Course
1956,Glenelg Shire Council,GLENEL11577,Merino Golf Course
1957,Glenelg Shire Council,GLENEL11584,Portland Golf Course
1958,Glenelg Shire Council,GLENEL11556,Casterton Bowls Club
1959,Glenelg Shire Council,GLENEL11560,Dartmoor Bowls Club 
1960,Glenelg Shire Council,GLENEL11571,Heywood Bowls Club
1961,Glenelg Shire Council,GLENEL11583,Portland Bowls Club
1962,Glenelg Shire Council,GLENEL11586,Portland Memorial Bowls Club
1963,Glenelg Shire Council,GLENEL11598,South Coast Raceway
1964,Glenelg Shire Council,GLENEL11582,Polocross Reserve
1965,Glenelg Shire Council,GLENEL11610,Portland Yacht Club
1966,Glenelg Shire Council,GLENEL11606,Casterton Rifle Club
1967,Glenelg Shire Council,GLENEL11605,Casterton Small Bore Rifle Club
1968,Glenelg Shire Council,GLENEL11604,Les Jones Memorial Range Point Danger
1969,Glenelg Shire Council,GLENEL11607,Myamyn Gun Club
1970,Glenelg Shire Council,GLENEL11608,Myaring Shooting Range
1971,Glenelg Shire Council,GLENEL11600,Portland Heywood Field & Game Gun Club
1972,Glenelg Shire Council,GLENEL11601,Portland Pistol Club
1973,Glenelg Shire Council,GLENEL11603,Portland Small Bore Rifle Club
1974,Glenelg Shire Council,GLENEL11602,Tyrendarra Gun Club
1975,Glenelg Shire Council,GLENEL11567,Friendly Society Reserve
1976,Glenelg Shire Council,GLENEL11595,Cape Bridgewater Foreshore Reserve
1977,Glenelg Shire Council,GLENEL11259,Portland Surf Life Saving Club
1978,Glenelg Shire Council,GLENEL11575,Heywood Swimming pool
1979,Glenelg Shire Council,GLENEL11579,Merino Swimming pool
1980,Glenelg Shire Council,GLENEL11592,Bolwarra Hall & Recreation Reserve
1981,Glenelg Shire Council,GLENEL11564,Digby Tennis Club
1982,Glenelg Shire Council,GLENEL11581,Nelson Tennis Club
1983,Glenelg Shire Council,GLENEL11594,Bridgewater Lakes Reserve
1984,Golden Plains Shire Council,GOLDEN8294,Haddon Recreation Reserve 
1985,Golden Plains Shire Council,GOLDEN8286,Bannockburn Victoria Park Recreation Reserve
1986,Golden Plains Shire Council,GOLDEN8300,Inverleigh Recreation Reserve
1987,Golden Plains Shire Council,GOLDEN8303,Lethbridge Recreation Reserve
1988,Golden Plains Shire Council,GOLDEN8306,Linton Recreation Reserve
1989,Golden Plains Shire Council,GOLDEN8310,Meredith Recreation Reserve
1990,Golden Plains Shire Council,GOLDEN8313,Rokewood Recreation Reserve
1991,Golden Plains Shire Council,GOLDEN8317,Smythesdale (Woady Yaloak) Recreation Reserve
1992,Golden Plains Shire Council,GOLDEN8320,Teesdale (Don Wallace) Recreation Reserve
1993,Golden Plains Shire Council,GOLDEN8281,Bannockburn Community Sports Stadium
1994,Golden Plains Shire Council,GOLDEN8283,Bannockburn Recreation Centre
1995,Golden Plains Shire Council,GOLDEN8295,Haddon Recreation Centre
1996,Golden Plains Shire Council,GOLDEN8305,Linton Recreation Reserve Stadium
1997,Golden Plains Shire Council,GOLDEN8290,Enfield Skate Park
1998,Golden Plains Shire Council,GOLDEN8296,Haddon Skate Park
1999,Golden Plains Shire Council,GOLDEN8299,Inverleigh Skate Park
2000,Golden Plains Shire Council,GOLDEN8319,Teesdale Skate Park
2001,Golden Plains Shire Council,GOLDEN8289,Corindhap Recreation Reserve 
2002,Golden Plains Shire Council,GOLDEN8311,Napoleons Recreation Reserve
2003,Golden Plains Shire Council,GOLDEN8314,Ross Creek Recreation Reserve
2004,Golden Plains Shire Council,GOLDEN8315,Shelford Recreation Reserve
2005,Golden Plains Shire Council,GOLDEN5387,Cape Clear Circuit
2006,Golden Plains Shire Council,GOLDEN5388,Gordon
2007,Golden Plains Shire Council,GOLDEN5294,Meredith Old School Circuit
2008,Golden Plains Shire Council,GOLDEN5389,Rokewood Circuit
2009,Golden Plains Shire Council,GOLDEN5335,Sheoaks
2010,Golden Plains Shire Council,GOLDEN5384,Snake Valley  - Mt Emu Circuit
2011,Golden Plains Shire Council,GOLDEN8302,Leighdale Equestrian Centre
2012,Golden Plains Shire Council,GOLDEN8321,Woady Yaloak Equestrian Centre
2013,Golden Plains Shire Council,GOLDEN8282,Bannockburn Golf Club
2014,Golden Plains Shire Council,GOLDEN8298,Inverleigh Golf Club
2015,Golden Plains Shire Council,GOLDEN8309,Meredith Golf Course
2016,Golden Plains Shire Council,GOLDEN8312,Rokewood Golf Club
2017,Golden Plains Shire Council,GOLDEN8280,Bannockburn & District Bowls Club
2018,Golden Plains Shire Council,GOLDEN8297,Inverleigh Bowls Club
2019,Golden Plains Shire Council,GOLDEN8304,Linton & District Bowling Club
2020,Golden Plains Shire Council,GOLDEN8322,Woady Yaloak Recreation Facility 
2021,Golden Plains Shire Council,GOLDEN8284,Bannockburn Tennis Courts (Milton Street)
2022,Golden Plains Shire Council,GOLDEN8285,Bannockburn Tennis Courts (Moore Street)
2023,Golden Plains Shire Council,GOLDEN8287,Barunah Park Tennis Courts
2024,Golden Plains Shire Council,GOLDEN8288,Cape Clear Tennis Court
2025,Golden Plains Shire Council,GOLDEN8291,Enfield Tennis Court 
2026,Golden Plains Shire Council,GOLDEN8292,Gheringhap Tennis Courts 
2027,Golden Plains Shire Council,GOLDEN8293,Grenville Tennis Courts
2028,Golden Plains Shire Council,GOLDEN8301,Inverleigh Tennis Courts 
2029,Golden Plains Shire Council,GOLDEN8307,Mannibadar Tennis Courts 
2030,Golden Plains Shire Council,GOLDEN8308,Maude Tennis Courts 
2031,Golden Plains Shire Council,GOLDEN8316,Shelford Tennis Courts 
2032,Golden Plains Shire Council,GOLDEN8318,Sutherlands Creek Tennis Courts 
2033,Hepburn Shire Council,HEPBUR9221,Clunes Sporting Complex
2034,Hepburn Shire Council,HEPBUR9224,Creswick Recreation Reserve
2035,Hepburn Shire Council,HEPBUR9236,Doug Lindsay Recreation Reserve  
2036,Hepburn Shire Council,HEPBUR9233,Hepburn Recreation Reserve  
2037,Hepburn Shire Council,HEPBUR9238,Newlyn Recreation Reserve
2038,Hepburn Shire Council,HEPBUR9244,Trentham Recreation Reserve
2039,Hepburn Shire Council,HEPBUR9247,Victoria Park
2040,Hepburn Shire Council,HEPBUR9246,Victoria Park Recreation Reserve
2041,Hepburn Shire Council,HEPBUR9227,Daylesford ARC Recreation Centre
2042,Hepburn Shire Council,HEPBUR9231,Daylesford Skate Park
2043,Hepburn Shire Council,HEPBUR9226,Cricket Willow
2044,Hepburn Shire Council,HEPBUR9240,Smeaton Recreation Reserve
2045,Hepburn Shire Council,HEPBUR5386,Collier - Kington Circuit
2046,Hepburn Shire Council,HEPBUR11343,Glenlyon Recreation Reserve
2047,Hepburn Shire Council,HEPBUR11344,Kingston Showgrounds
2048,Hepburn Shire Council,HEPBUR9219,Clunes Golf Club
2049,Hepburn Shire Council,HEPBUR9223,Creswick Golf Club 
2050,Hepburn Shire Council,HEPBUR9234,Hepburn Springs Golf Club
2051,Hepburn Shire Council,HEPBUR9242,Trentham Golf Club 
2052,Hepburn Shire Council,HEPBUR9218,Clunes Bowling Club
2053,Hepburn Shire Council,HEPBUR9222,Creswick Bowling Club
2054,Hepburn Shire Council,HEPBUR9228,Daylesford Bowling Club
2055,Hepburn Shire Council,HEPBUR9239,Smeaton Bowling club
2056,Hepburn Shire Council,HEPBUR9241,Trentham Bowling Club
2057,Hepburn Shire Council,HEPBUR9225,Creswick Skate Park
2058,Hepburn Shire Council,HEPBUR9232,Dean Recreation Reserve  
2059,Hepburn Shire Council,HEPBUR9217,Calembeen Park Dive Tower
2060,Hepburn Shire Council,HEPBUR9220,Clunes Pool
2061,Hepburn Shire Council,HEPBUR9230,Daylesford Swimming Pool
2062,Hepburn Shire Council,HEPBUR9243,Trentham Pool
2063,Hepburn Shire Council,HEPBUR9229,Daylesford Lawn Tennis Club 
2064,Hepburn Shire Council,HEPBUR9235,Kingston Tennis Club  
2065,Hepburn Shire Council,HEPBUR9237,Mount Prospect Tennis
2066,Hepburn Shire Council,HEPBUR9245,Trentham Tennis Club  
2067,Hindmarsh Shire Council,HINDMA9264,Davis Park
2068,Hindmarsh Shire Council,HINDMA9613,Dimboola Recreation Reserve
2069,Hindmarsh Shire Council,HINDMA9267,Rainbow Showgrounds Recreation Reserve
2070,Hindmarsh Shire Council,HINDMA9253,Sir Robert Menzies Park
2071,Hindmarsh Shire Council,HINDMA9251,Dimboola Sports Stadium
2072,Hindmarsh Shire Council,HINDMA9260,Lowan Sports Centre
2073,Hindmarsh Shire Council,HINDMA11345,Nhill Showgrounds
2074,Hindmarsh Shire Council,HINDMA9614,Dimboola Community Health & Fitness Centre
2075,Hindmarsh Shire Council,HINDMA9612,Baker Golf Club
2076,Hindmarsh Shire Council,HINDMA9250,Dimboola Golf Club
2077,Hindmarsh Shire Council,HINDMA9256,Jeparit Golf Club
2078,Hindmarsh Shire Council,HINDMA9259,Nhill Golf Course
2079,Hindmarsh Shire Council,HINDMA9266,Rainbow Golf Club
2080,Hindmarsh Shire Council,HINDMA9270,Yanac Hockey Club
2081,Hindmarsh Shire Council,HINDMA9248,Dimboola Bowls Club
2082,Hindmarsh Shire Council,HINDMA9255,Jeparit & District Bowls Club
2083,Hindmarsh Shire Council,HINDMA9262,Nhill Bowls Club
2084,Hindmarsh Shire Council,HINDMA9269,Rainbow Bowls Club
2085,Hindmarsh Shire Council,HINDMA9615,Dimboola Rowing Club
2086,Hindmarsh Shire Council,HINDMA9249,Dimboola Swimming Pool
2087,Hindmarsh Shire Council,HINDMA9252,Jeparit Swimming Pool
2088,Hindmarsh Shire Council,HINDMA9261,Nhill Swimming Pool
2089,Hindmarsh Shire Council,HINDMA9265,Rainbow Swimming Pool
2090,Hindmarsh Shire Council,HINDMA9254,Jeparit Tennis Club
2091,Hindmarsh Shire Council,HINDMA9263,Nhill Tennis Club
2092,Hindmarsh Shire Council,HINDMA9268,Rainbow Tennis Club
2093,Hobsons Bay City Council,HOBSON12971,Loft Reserve
2094,Hobsons Bay City Council,HOBSON12988,Westside Indoor Sports
2095,Hobsons Bay City Council,HOBSON12958,G.K Nevitt Athletics Facility
2096,Hobsons Bay City Council,HOBSON12975,Newport Park Reserve
2097,Hobsons Bay City Council,HOBSON12925,A.B Shaw Reserve
2098,Hobsons Bay City Council,HOBSON12930,Altona Green Park
2099,Hobsons Bay City Council,HOBSON12940,Bayside College Williamstown
2100,Hobsons Bay City Council,HOBSON12944,Bruce Comben Reserve
2101,Hobsons Bay City Council,HOBSON12948,Croft Reserve
2102,Hobsons Bay City Council,HOBSON12952,Donald McLean Reserve
2103,Hobsons Bay City Council,HOBSON12956,Fearon Reserve
2104,Hobsons Bay City Council,HOBSON12963,J.K Grant Reserve
2105,Hobsons Bay City Council,HOBSON12974,Newport Football Ground
2106,Hobsons Bay City Council,HOBSON12990,Williamstown Cricket Ground
2107,Hobsons Bay City Council,HOBSON12928,Altona Badminton Centre
2108,Hobsons Bay City Council,HOBSON12959,Greenwich Reserve
2109,Hobsons Bay City Council,HOBSON12966,K.C White Reserve
2110,Hobsons Bay City Council,HOBSON12983,State Baseball Softball Centre (Melbourne Ballpark)
2111,Hobsons Bay City Council,HOBSON12935,Altona Sports Centre
2112,Hobsons Bay City Council,HOBSON12938,Armstrong Reserve
2113,Hobsons Bay City Council,HOBSON12970,Lifestyle Williamstown (Newport Park Leisure Centre)
2114,Hobsons Bay City Council,HOBSON12972,Maltese Bocce Recreation and Social Club
2115,Hobsons Bay City Council,HOBSON12981,Seabrook Community Centre Indoor Bowls
2116,Hobsons Bay City Council,HOBSON12926,A.H Ford Reserve
2117,Hobsons Bay City Council,HOBSON12927,A.W Bond Reserve
2118,Hobsons Bay City Council,HOBSON12933,Altona P-9 School
2119,Hobsons Bay City Council,HOBSON12936,Altona Sports Club Reserve
2120,Hobsons Bay City Council,HOBSON12941,Bayview Reserve
2121,Hobsons Bay City Council,HOBSON12951,Digman Reserve
2122,Hobsons Bay City Council,HOBSON12954,Edwards Reserve
2123,Hobsons Bay City Council,HOBSON12955,F Rush Reserve
2124,Hobsons Bay City Council,HOBSON12961,Hatt Reserve
2125,Hobsons Bay City Council,HOBSON12964,J.T Gray Reserve
2126,Hobsons Bay City Council,HOBSON12968,Langshaw Reserve
2127,Hobsons Bay City Council,HOBSON12978,Robertson Reserve
2128,Hobsons Bay City Council,HOBSON12991,Williamstown Croquet Club
2129,Hobsons Bay City Council,HOBSON12992,Quarry Reserve
2130,Hobsons Bay City Council,HOBSON11346,Truganina Club Grounds
2131,Hobsons Bay City Council,HOBSON12939,Bayfit Leisure Centre
2132,Hobsons Bay City Council,HOBSON12942,Beach House Health & Fitness Williamstown
2133,Hobsons Bay City Council,HOBSON12947,Contours Altona North
2134,Hobsons Bay City Council,HOBSON12949,Curves Altona
2135,Hobsons Bay City Council,HOBSON12957,Fernwood Altona
2136,Hobsons Bay City Council,HOBSON12962,Inspiration Health and Fitness
2137,Hobsons Bay City Council,HOBSON12969,Laverton Swim and Fitness Centre
2138,Hobsons Bay City Council,HOBSON12977,Peyote Gym Williamstown
2139,Hobsons Bay City Council,HOBSON12979,Run With Me Fitness Club Altona
2140,Hobsons Bay City Council,HOBSON12984,Sweeney's Swim & Fitness Centre
2141,Hobsons Bay City Council,HOBSON12986,Westgate Health and Fitness Club Altona North
2142,Hobsons Bay City Council,HOBSON12931,Altona Lakes Golf Course
2143,Hobsons Bay City Council,HOBSON12967,Kooringal Golf Club
2144,Hobsons Bay City Council,HOBSON12985,Westgate Golf Course
2145,Hobsons Bay City Council,HOBSON11524,Lifestyle for Kids
2146,Hobsons Bay City Council,HOBSON12976,Paisley Park Soccer Complex
2147,Hobsons Bay City Council,HOBSON12929,Altona Bowling Club (Altona Reserve)
2148,Hobsons Bay City Council,HOBSON12932,Altona North Bowling Club
2149,Hobsons Bay City Council,HOBSON12934,Altona Sports Bowls Club
2150,Hobsons Bay City Council,HOBSON4271,Laverton Bowling Club
2151,Hobsons Bay City Council,HOBSON12973,Newport Bowling Club
2152,Hobsons Bay City Council,HOBSON12982,Spotswood/Kingsville RSL Bowling Club
2153,Hobsons Bay City Council,HOBSON12989,Williamstown Bowling Club
2154,Hobsons Bay City Council,HOBSON12987,Westgate Indoor Sports
2155,Hobsons Bay City Council,HOBSON12945,Cliffhanger Indoor Climbing Gym
2156,Hobsons Bay City Council,HOBSON11240,Altona Yacht Club
2157,Hobsons Bay City Council,HOBSON11241,Hobsons Bay Yacht Club
2158,Hobsons Bay City Council,HOBSON11242,Royal Yacht Club of Victoria
2159,Hobsons Bay City Council,HOBSON11243,Williamstown Sailing Club
2160,Hobsons Bay City Council,HOBSON12953,Duane Reserve
2161,Hobsons Bay City Council,HOBSON12960,H.C Kims Reserve
2162,Hobsons Bay City Council,HOBSON12980,S.J Clement Reserve
2163,Hobsons Bay City Council,HOBSON11239,Altona Life Saving Club
2164,Hobsons Bay City Council,HOBSON11251,Williamstown Life Saving Club
2165,Hobsons Bay City Council,HOBSON12937,Altona Tenpin Bowling Complex
2166,Hobsons Bay City Council,HOBSON12943,Brooklyn Reserve
2167,Hobsons Bay City Council,HOBSON12946,Commonwealth Reserve
2168,Hobsons Bay City Council,HOBSON12950,Dennis Reserve
2169,Hobsons Bay City Council,HOBSON12965,Jackson Reserve
2170,Horsham Rural City Council,HORSHA11355,Dudley Cornell Park
2171,Horsham Rural City Council,HORSHA11350,Coughlin Park
2172,Horsham Rural City Council,HORSHA11348,Dock Lake Recreation Reserve
2173,Horsham Rural City Council,HORSHA11363,Horsham College
2174,Horsham Rural City Council,HORSHA11349,Horsham Recreation Reserve (City Oval)
2175,Horsham Rural City Council,HORSHA11376,Kalkee Recreation Reserve
